name,InDegree,OutDegree,Closeness_total,Betweenness,Eigen,Diffusion.degree,Coreness,Cross_clique_connectivity
382,0,2,0.00101419878296146,0,0.0253272052757401,915,2,4
383,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
384,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
385,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
386,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
387,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
388,0,2,0.00101419878296146,0,0.0253272052757401,915,2,4
389,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
390,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
391,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
392,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
393,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
394,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
395,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
396,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
397,0,3,0.00101419878296146,0,0.0402321563139098,916,3,4
398,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
399,0,2,0.00101419878296146,0,0.0253272052757401,915,2,4
400,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
401,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
402,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
403,0,2,0.00101419878296146,0,0.0253272052757401,915,2,4
404,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
405,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
406,0,3,0.00101419878296146,0,0.0402321563139098,916,3,4
407,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
408,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
409,0,2,0.00101419878296146,0,0.0253272052757401,915,2,4
410,0,3,0.00101419878296146,0,0.0357494595133105,916,3,4
411,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
412,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
413,1,1,0.000970873786407767,0,0.0298099020763394,583,2,2
414,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
415,0,2,0.000970873786407767,0,0.0298099020763394,583,2,2
416,0,1,0.000834028356964137,0,0.0104222542375704,333,1,2
417,0,1,0.000834028356964137,0,0.0104222542375704,333,1,2
418,0,1,0.000834028356964137,0,0.0104222542375704,333,1,2
419,0,1,0.000834028356964137,0,0.0104222542375704,333,1,2
420,0,1,0.000834028356964137,0,0.0104222542375704,333,1,2
421,0,1,0.000834028356964137,0,0.0104222542375704,333,1,2
422,3,1,0.000750187546886722,4.09053053609616,0.00810899416531319,92,4,5
423,0,1,0.000834028356964137,0,0.0104222542375704,333,1,2
424,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
425,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
426,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
427,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
428,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
429,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
430,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
431,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
432,5,38,0.000924214417744917,1192.28210688475,0.0846484230327313,1119,18,239
433,1,1,0.000834028356964137,0,0.0208445084751408,334,2,2
434,1,2,0.000848176420695505,8.56776689174781,0.0131751103793908,395,3,6
435,0,1,0.000834028356964137,0,0.0104222542375704,333,1,2
436,0,1,0.000834028356964137,0,0.0104222542375704,333,1,2
437,1,1,0.000714285714285714,0,0.00394166952660082,36,2,2
438,1,1,0.000838926174496644,7.52537364070069,0.0111396661344075,353,2,3
439,1,1,0.000714796283059328,0,0.00330958429022084,33,2,2
440,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
441,0,0,,0,0,0,0,1
442,0,0,,0,0,0,0,1
443,0,0,,0,0,0,0,1
444,475,106,0.00169491525423729,58205.5873579363,1,4342,31,2830
445,276,56,0.00131752305665349,16690.4261051936,0.699247801007886,3574,31,2218
